train_auc,val_auc,train_loss,val_loss
0.840710461139679,0.5910509824752808,0.5235255360603333,0.6426867842674255
0.9034533500671387,0.7377731800079346,0.42720434069633484,0.6722486019134521
0.9162724614143372,0.7096774578094482,0.3983846604824066,1.31996750831604
0.9290338754653931,0.7096774578094482,0.3654293417930603,2.467768907546997
0.9384476542472839,0.7096774578094482,0.333739310503006,3.778208017349243
0.9555031061172485,0.7096774578094482,0.29578304290771484,3.6896848678588867
0.9534229636192322,0.7096774578094482,0.28880593180656433,3.5520026683807373
0.9733932018280029,0.7096774578094482,0.23349353671073914,2.5726070404052734
0.9719268083572388,0.7096774578094482,0.23050209879875183,2.879457950592041
0.9794156551361084,0.7096774578094482,0.20183627307415009,5.153666973114014
0.9842464923858643,0.7096774578094482,0.17549346387386322,5.635721683502197
0.9853585958480835,0.7096774578094482,0.1667831391096115,4.157397747039795
0.9870356917381287,0.7096774578094482,0.16140317916870117,2.907728672027588
0.990890622138977,0.7096774578094482,0.13090309500694275,2.8208553791046143
0.9910703301429749,0.7096774578094482,0.13897272944450378,2.567477226257324
0.9945913553237915,0.7096774578094482,0.10626726597547531,2.6758241653442383
0.9926881790161133,0.7096774578094482,0.11764538288116455,2.0579235553741455
0.9842721819877625,0.7003122568130493,0.13770952820777893,2.0868258476257324
0.9906401038169861,0.674297571182251,0.11168251186609268,1.339622974395752
0.9964121580123901,0.6774193048477173,0.0859546959400177,1.291478157043457
0.9961578845977783,0.6763787865638733,0.07715734094381332,0.9248688817024231
0.9985746145248413,0.7221643924713135,0.06841278821229935,0.6836087703704834
0.9971415996551514,0.8303850293159485,0.06540340185165405,0.568216860294342
0.9964686632156372,0.8220603466033936,0.07407384365797043,0.5530236959457397
0.997254490852356,0.8563995361328125,0.05981019139289856,0.4993950426578522
0.9944887161254883,0.866805374622345,0.07691284269094467,0.434480220079422
0.9973110556602478,0.8241415023803711,0.05822814255952835,0.47881847620010376
0.9986672401428223,0.8740894794464111,0.05802994593977928,0.44395461678504944
0.9979814291000366,0.832466185092926,0.06742087751626968,0.5083730220794678
0.999583899974823,0.8584807515144348,0.04093671590089798,0.5289137959480286
0.9982998371124268,0.9136316180229187,0.05990159884095192,0.3568119406700134
0.999568521976471,0.9458896517753601,0.03782323747873306,0.3014865517616272
0.9995505809783936,0.9250780344009399,0.03518740460276604,0.43471816182136536
0.9958215355873108,0.9406867623329163,0.05317419767379761,0.3198356628417969
0.9979300498962402,0.941727340221405,0.040415797382593155,0.3052351474761963
0.9977836012840271,0.9469302892684937,0.043587155640125275,0.3649196922779083
0.9995839595794678,0.95005202293396,0.033053118735551834,0.29714545607566833
0.9997354745864868,0.955254852771759,0.0290004163980484,0.22495892643928528
0.9995916485786438,0.9843912124633789,0.031292468309402466,0.16975171864032745
0.999563455581665,0.9521331787109375,0.032705310732126236,0.2999809980392456
0.9981790781021118,0.953173816204071,0.02665695548057556,0.2938203513622284
0.9997739791870117,0.9521331787109375,0.025270532816648483,0.24805861711502075
0.999889612197876,0.9531737565994263,0.02462160773575306,0.2697048783302307
0.9944039583206177,0.9458896517753601,0.050996799021959305,0.32186806201934814
0.9996944069862366,0.95005202293396,0.02752530202269554,0.29709213972091675
0.9996173977851868,0.95005202293396,0.03042965941131115,0.24823422729969025
0.9996867179870605,0.9771071672439575,0.027645250782370567,0.19892354309558868
0.9997842907905579,0.9833506345748901,0.023702405393123627,0.18267835676670074
0.9999101161956787,0.9250780344009399,0.01699237711727619,0.2243037074804306
0.999925434589386,0.9271591901779175,0.014509245753288269,0.2623632252216339
0.9981406331062317,0.9594172239303589,0.03113396279513836,0.24432769417762756
0.999904990196228,0.9552549123764038,0.0182387363165617,0.24099953472614288
0.9997919797897339,0.9583767056465149,0.022707194089889526,0.17157362401485443
0.9995890855789185,0.9313215613365173,0.028350695967674255,0.20137324929237366
0.9981354475021362,0.9573361277580261,0.028262324631214142,0.20059838891029358
0.9997252225875854,0.953173816204071,0.024994000792503357,0.22442419826984406
0.9981867671012878,0.9250780344009399,0.02350251004099846,0.22446531057357788
0.9999049305915833,0.9521331787109375,0.01950119063258171,0.19736219942569733
0.9981251955032349,0.9614984393119812,0.02621540054678917,0.21912835538387299
0.9997739195823669,0.928199827671051,0.022907041013240814,0.31367892026901245
0.996039867401123,0.9594172835350037,0.045118678361177444,0.17543095350265503
0.9983100891113281,0.9562954902648926,0.02009679190814495,0.2605974078178406
0.9997765421867371,0.95005202293396,0.024173567071557045,0.28648248314857483
0.999753475189209,0.953173816204071,0.024161681532859802,0.26707664132118225
0.9982330203056335,0.8928200006484985,0.02420900948345661,0.41098329424858093
0.9981327652931213,0.9250780344009399,0.026212362572550774,0.417171835899353
0.9982509613037109,0.9562954902648926,0.021832585334777832,0.2955697476863861
0.9998254179954529,0.9562954902648926,0.019768735393881798,0.26674649119377136
0.9999473690986633,0.9604578018188477,0.015737254172563553,0.2509766221046448
