train_auc,val_auc,train_loss,val_loss
0.443554550409317,0.6534860134124756,0.7062825560569763,0.6837553381919861
0.5911984443664551,0.7065556645393372,0.6872600317001343,0.6747915148735046
0.6341004371643066,0.7200832366943359,0.6816092133522034,0.6661888957023621
0.645869255065918,0.7284079790115356,0.6777818202972412,0.6583907604217529
0.7256931662559509,0.7221643924713135,0.6631078720092773,0.651088535785675
0.7244038581848145,0.7200832366943359,0.6590327024459839,0.6448115110397339
0.7297701835632324,0.7180020809173584,0.652984619140625,0.6382158398628235
0.7310144901275635,0.7169615030288696,0.6495648622512817,0.6325429081916809
0.7308090329170227,0.7159209251403809,0.6421765685081482,0.627640426158905
0.728507936000824,0.7159209251403809,0.6380518674850464,0.6228422522544861
0.7376084327697754,0.7127991914749146,0.6321575045585632,0.6182131767272949
0.7318208813667297,0.7096773982048035,0.6305624842643738,0.6144583821296692
0.747234046459198,0.7096773982048035,0.6202738285064697,0.6108537316322327
0.7177278995513916,0.7075963020324707,0.6272264719009399,0.6075337529182434
0.7356976270675659,0.7065556645393372,0.6194173097610474,0.6044510006904602
0.7236732244491577,0.7117586135864258,0.6184616684913635,0.601760983467102
0.7368456125259399,0.7096774578094482,0.6139656901359558,0.5993010997772217
0.7286170721054077,0.7148803472518921,0.6123164296150208,0.5970481634140015
0.7396500706672668,0.7086368799209595,0.6071677803993225,0.5948615670204163
0.7290536165237427,0.7148803472518921,0.6078771352767944,0.5928241610527039
0.7333914041519165,0.7148803472518921,0.6047195196151733,0.5911322832107544
0.745479941368103,0.7148803472518921,0.6002081036567688,0.5895711183547974
0.7659357786178589,0.7117586135864258,0.5943577885627747,0.5881528258323669
0.7525579929351807,0.7159209251403809,0.5952339172363281,0.5869278907775879
0.760434627532959,0.711758553981781,0.592166543006897,0.5856028199195862
0.7628539204597473,0.7159209251403809,0.5896118879318237,0.5845121741294861
0.7563614845275879,0.7148803472518921,0.5905671119689941,0.5835747122764587
0.752853274345398,0.7180020809173584,0.5884239673614502,0.5827082395553589
0.7613283395767212,0.7190426588058472,0.5880253314971924,0.5817762613296509
0.7567954659461975,0.7211238145828247,0.5879495143890381,0.5811475515365601
0.7522189617156982,0.7159209251403809,0.5893030166625977,0.5804059505462646
0.7565335035324097,0.7096774578094482,0.5855657458305359,0.579796314239502
0.7594047784805298,0.7252861261367798,0.5854597091674805,0.5792683959007263
0.7611665725708008,0.7148803472518921,0.5846493244171143,0.5787906646728516
0.7748525738716125,0.7159209251403809,0.5794808864593506,0.5783146023750305
0.7761418223381042,0.7169615030288696,0.5793161988258362,0.5778363347053528
0.7657662034034729,0.7180020809173584,0.581023633480072,0.5774280428886414
0.7705585956573486,0.7148803472518921,0.5785572528839111,0.5771114230155945
0.7527377009391785,0.7200832366943359,0.5823643207550049,0.5767590403556824
0.7681007385253906,0.7211238145828247,0.5786572694778442,0.5765324234962463
0.7821950912475586,0.7190426588058472,0.5764344334602356,0.5761842131614685
0.7810086011886597,0.7190426588058472,0.5755459666252136,0.5759299993515015
0.7820667028427124,0.7148802876472473,0.5733539462089539,0.5757109522819519
0.7784249782562256,0.7221643924713135,0.5740320682525635,0.5754382610321045
0.7585136294364929,0.7200832366943359,0.5807592868804932,0.575282871723175
0.787436842918396,0.7138397693634033,0.5718377232551575,0.5750772356987
0.7839954495429993,0.7138397693634033,0.5716788172721863,0.5749329328536987
0.7871389389038086,0.7138397693634033,0.5720650553703308,0.5748358964920044
0.7914432287216187,0.7127991914749146,0.5689758062362671,0.5746753811836243
0.7978689670562744,0.7211238741874695,0.566909909248352,0.5745094418525696
0.793215274810791,0.7169615030288696,0.5684612393379211,0.5743923783302307
0.7936673164367676,0.7148802876472473,0.5678374171257019,0.5743045806884766
0.771683394908905,0.7180020809173584,0.5746724605560303,0.5742015242576599
0.7713623046875,0.7127991914749146,0.5738283395767212,0.5741165280342102
0.8014644384384155,0.724245548248291,0.5634559392929077,0.5739948153495789
0.7851690649986267,0.7221643924713135,0.5699859261512756,0.5739113688468933
0.794196367263794,0.7190426588058472,0.5669927000999451,0.5738356113433838
0.786057710647583,0.7138397693634033,0.5698220729827881,0.5737594962120056
0.8000390529632568,0.7138397693634033,0.5654788017272949,0.5736948847770691
0.8050214052200317,0.7252861261367798,0.5627006888389587,0.573627233505249
0.7936955690383911,0.7284078598022461,0.5663400888442993,0.5735662579536438
0.7912865877151489,0.7211238145828247,0.5673559308052063,0.5735056400299072
0.7972370982170105,0.7190426588058472,0.5666699409484863,0.5734266042709351
0.7987831830978394,0.7232049703598022,0.5632984638214111,0.5733786821365356
0.80229651927948,0.7263267040252686,0.5620579123497009,0.5733329057693481
0.8002214431762695,0.7211238145828247,0.5617106556892395,0.573291540145874
0.8028204441070557,0.7263267040252686,0.5608150959014893,0.5732340812683105
0.8114752769470215,0.7221643924713135,0.5589870810508728,0.573196530342102
0.7846246361732483,0.7221643924713135,0.5670729279518127,0.5730769038200378
0.8127517104148865,0.7252861261367798,0.5571268796920776,0.5730305910110474
0.8011407852172852,0.7252861261367798,0.5609704852104187,0.5729784965515137
0.7972474098205566,0.7263267636299133,0.5645254850387573,0.5729268789291382
0.8017572164535522,0.7304890751838684,0.5598558187484741,0.5728699564933777
0.8070759177207947,0.7284078598022461,0.5606755018234253,0.5728491544723511
0.8111824989318848,0.7284078598022461,0.5571023225784302,0.5728312730789185
0.8049057722091675,0.7315296530723572,0.5599185228347778,0.5728031396865845
0.8167195916175842,0.7346513867378235,0.5557214617729187,0.5727421045303345
0.8094874620437622,0.7304890751838684,0.5571760535240173,0.5726867914199829
0.817978024482727,0.7325702905654907,0.5551421642303467,0.5726541876792908
0.811503529548645,0.7346514463424683,0.5580563545227051,0.5726256370544434
0.8123844861984253,0.7304891347885132,0.5569124221801758,0.5725634098052979
0.8142721056938171,0.7336108684539795,0.5562982559204102,0.5725236535072327
0.8151400685310364,0.7336108684539795,0.5536986589431763,0.5724634528160095
0.819793701171875,0.7284079194068909,0.551620602607727,0.572464108467102
0.8113700151443481,0.7304890155792236,0.5564243197441101,0.5723974108695984
0.8258136510848999,0.732570230960846,0.5486608743667603,0.5723521113395691
0.8203664422035217,0.7336108684539795,0.5504478216171265,0.5723168253898621
0.817035436630249,0.7336108684539795,0.5521064400672913,0.5722305774688721
0.806441605091095,0.7377731204032898,0.5570464730262756,0.5722123980522156
0.8209365606307983,0.7336108684539795,0.5522533059120178,0.572192907333374
